UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2019,38,4305576,2149359,2156217,1634417,1591384,282416,310793,29900,28402,149253,168877,6974,6179,46399,50582,1674309,1635039,299330,330755,46523,46271,167939,188704,12147,11533,1689081,1725025,1227576,1213079,261724,288208,15234,15899,144673,164444,4966,4537,34908,38858,1257352,1246383,273637,302793,26374,28305,160493,181368,9045,8859,460278,431192,406841,378305,20692,22585,14666,12503,4580,4433,2008,1642,11491,11724,416957,388656,25693,27962,20149,17966,7446,7336,3102,2674
R,7,2019,39,4382349,2195430,2186919,1666367,1609456,294196,321682,30878,28693,150868,170279,7095,6421,46026,50388,1706080,1652828,310914,341511,47881,46758,169094,189982,12246,11834,1718851,1747885,1245357,1223801,272667,298830,15631,16029,146204,165815,4931,4783,34061,38627,1274483,1256784,284202,313267,26888,28669,161395,182522,9000,9123,476579,439034,421010,385655,21529,22852,15247,12664,4664,4464,2164,1638,11965,11761,431597,396044,26712,28244,20993,18089,7699,7460,3246,2711
R,7,2019,40,4105313,2046663,2058650,1556460,1516000,271037,301600,28341,26472,142220,162171,6237,5829,42368,46578,1592930,1556024,286336,319656,43922,43370,159026,180440,11034,10762,1612494,1648475,1172257,1156044,251546,280103,14670,14594,138071,158002,4381,4280,31569,35452,1199166,1186292,262159,293030,25023,26302,152252,173497,8168,8234,434169,410175,384203,359956,19491,21497,13671,11878,4149,4169,1856,1549,10799,11126,393764,369732,24177,26626,18899,17068,6774,6943,2866,2528
R,7,2019,41,4020254,2001502,2018752,1529690,1493430,260551,290962,27510,26338,137079,157603,5987,5531,40685,44888,1564593,1531822,275020,308223,42694,42964,153353,175234,10359,10202,1570877,1610374,1147566,1134102,241815,270228,14114,14515,133001,153357,4278,4093,30103,34079,1173081,1162994,251756,282515,24199,26068,146624,168339,7721,7858,430625,408378,382124,359328,18736,20734,13396,11823,4078,4246,1709,1438,10582,10809,391512,368828,23264,25708,18495,16896,6729,6895,2638,2344
R,7,2019,42,3974741,1972584,2002157,1508952,1481280,255437,288177,27500,26033,135807,157673,5829,5565,39059,43429,1542553,1518328,269229,304657,42367,42414,151220,174728,10130,10222,1549445,1594863,1133204,1121959,237368,267685,14314,14689,131593,153549,4104,4066,28862,32915,1157735,1149787,246688,279391,24320,26124,144475,167909,7471,7770,423139,407294,375748,359321,18069,20492,13186,11344,4214,4124,1725,1499,10197,10514,384818,368541,22541,25266,18047,16290,6745,6819,2659,2452
R,7,2019,43,3854040,1913289,1940751,1461409,1436822,245945,276662,26518,25078,136543,156301,5418,5233,37456,40655,1493648,1471429,258779,291922,40914,40648,151478,172333,9587,9525,1499372,1540577,1093217,1083035,228473,256764,13626,13845,132545,152207,3882,3845,27629,30881,1116716,1109072,237036,267578,23273,24783,145122,165772,7173,7295,413917,400174,368192,353787,17472,19898,12892,11233,3998,4094,1536,1388,9827,9774,376932,362357,21743,24344,17641,15865,6356,6561,2414,2230
R,7,2019,44,3967275,1973101,1994174,1511673,1481137,252483,283401,26578,25524,141132,159574,5658,5064,35577,39474,1541960,1514679,264559,297884,40575,40736,155314,175276,9647,9161,1556238,1592350,1138994,1124172,235571,264426,13690,14233,137160,155609,4108,3750,26715,30160,1161471,1149517,243916,274654,23227,24947,149256,169078,7321,7050,416863,401824,372679,356965,16912,18975,12888,11291,3972,3965,1550,1314,8862,9314,380489,365162,20643,23230,17348,15789,6058,6198,2326,2111
R,7,2019,45,3837909,1900492,1937417,1456566,1439706,241610,274398,25794,24589,137623,156042,5114,4950,33785,37732,1485313,1471565,252980,288211,39195,39383,151126,170991,8931,8950,1505592,1550045,1102768,1094729,226020,256332,13341,13890,134074,152310,3773,3665,25616,29119,1124333,1119028,233873,266279,22660,24507,145662,165178,6872,6902,394900,387372,353798,344977,15590,18066,12453,10699,3549,3732,1341,1285,8169,8613,360980,352537,19107,21932,16535,14876,5464,5813,2059,2048
R,7,2019,46,3889372,1919298,1970074,1470451,1464318,247639,282233,25393,24935,137277,156526,5086,4862,33452,37200,1498808,1495706,258539,295710,38880,39775,150749,171263,8838,8756,1533235,1586766,1124250,1122789,232476,264549,13438,14213,133757,152736,3776,3638,25538,28841,1145659,1146839,240025,274285,22911,25032,145417,165433,6818,6805,386063,383308,346201,341529,15163,17684,11955,10722,3520,3790,1310,1224,7914,8359,353149,348867,18514,21425,15969,14743,5332,5830,2020,1951
R,7,2019,47,4058038,2005221,2052817,1549093,1539535,255895,290901,25853,24917,136095,155427,5034,4831,33251,37206,1577154,1570880,266544,304047,39713,40284,149260,169918,8786,8791,1623464,1674303,1206406,1201833,241092,273631,13973,14461,132525,151818,3728,3591,25740,28969,1227860,1225952,248667,283097,24001,25764,143924,164416,6778,6837,381757,378514,342687,337702,14803,17270,11880,10456,3570,3609,1306,1240,7511,8237,349294,344928,17877,20950,15712,14520,5336,5502,2008,1954
R,7,2019,48,4282657,2114614,2168043,1652083,1644293,264679,303474,26152,25759,132617,151451,5029,4930,34054,38136,1680915,1676426,275495,316802,40682,41835,145870,165980,8972,9158,1736226,1792155,1312397,1309356,249991,286190,14548,15065,129042,147845,3705,3698,26543,30001,1334644,1334369,257662,295915,25221,27164,140527,160406,6919,7193,378388,375888,339686,334937,14688,17284,11604,10694,3575,3606,1324,1232,7511,8135,346271,342057,17833,20887,15461,14671,5343,5574,2053,1965
R,7,2019,49,4329775,2145730,2184045,1681194,1664568,266968,300339,26222,25509,132713,151685,5172,5060,33461,36884,1709465,1695431,277516,313083,40685,41431,145469,165749,9167,9261,1765599,1814637,1340116,1334768,252101,283742,14364,15274,129176,148017,3873,3855,25969,28981,1361791,1358773,259585,293061,24979,27227,140166,160096,7175,7326,380131,369408,341078,329800,14867,16597,11858,10235,3537,3668,1299,1205,7492,7903,347674,336658,17931,20022,15706,14204,5303,5653,1992,1935
R,7,2019,50,4096572,2025376,2071196,1594313,1587609,246322,278595,24821,24077,124404,142307,4696,4721,30820,33887,1620410,1616007,255622,289900,38608,39228,136126,155018,8253,8490,1672824,1726644,1277501,1279945,232631,263075,14048,14466,121228,138944,3525,3564,23891,26650,1297529,1302053,239087,271195,24222,25939,131365,149968,6445,6682,352552,344552,316812,307664,13691,15520,10773,9611,3176,3363,1171,1157,6929,7237,322881,313954,16535,18705,14386,13289,4761,5050,1808,1808
R,7,2019,51,4004343,1976883,2027460,1554984,1551802,246560,279553,24087,23510,117751,135831,4559,4587,28942,32177,1579268,1578544,255269,290229,37330,38133,128687,147767,7923,8430,1634396,1692010,1247405,1251807,232940,264372,13533,14409,114732,132695,3382,3455,22404,25272,1265935,1272541,238953,272041,23403,25564,124171,142994,6182,6660,342487,335450,307579,299995,13620,15181,10554,9101,3019,3136,1177,1132,6538,6905,313333,306003,16316,18188,13927,12569,4516,4773,1741,1770
R,7,2019,52,4001782,1968619,2033163,1560024,1569678,243656,278910,23400,23468,109085,125391,4559,4550,27895,31166,1583452,1595584,251927,289497,36496,37962,119357,136459,7901,8180,1641744,1709897,1265956,1280735,230881,264104,13597,14673,106130,122413,3425,3444,21755,24528,1283993,1300866,236607,271749,23451,25770,115007,131962,6243,6498,326875,323266,294068,288943,12775,14806,9803,8795,2955,2978,1134,1106,6140,6638,299459,294718,15320,17748,13045,12192,4350,4497,1658,1682
R,7,2019,53,4068851,2001325,2067526,1582646,1594379,252431,287687,23837,23771,110306,126319,4441,4501,27664,30869,1605603,1619973,260676,297820,37170,38574,120247,137261,7822,8138,1678099,1749095,1292211,1309813,239365,273118,14041,15083,107503,123287,3390,3500,21589,24294,1309859,1329714,245047,280377,24241,26535,116048,132671,6226,6528,323226,318431,290435,284566,13066,14569,9796,8688,2803,3032,1051,1001,6075,6575,295744,290259,15629,17443,12929,12039,4199,4590,1596,1610
R,7,2019,54,4305603,2114408,2191195,1680332,1701016,264238,300558,24726,24955,111953,128055,4673,4765,28486,31846,1704098,1727336,272444,310915,38672,40508,122182,139086,8147,8548,1789885,1870078,1388572,1413809,251296,285908,14989,16286,109086,125061,3634,3743,22308,25271,1406921,1434436,256981,293408,25602,28497,117962,134552,6534,6913,324523,321117,291760,287207,12942,14650,9737,8669,2867,2994,1039,1022,6178,6575,297177,292900,15463,17507,13070,12011,4220,4534,1613,1635
R,7,2019,55,4374565,2137586,2236979,1708998,1746938,259945,298549,24425,24940,111505,130241,4375,4612,28338,31699,1732571,1773127,267956,308364,38701,40860,121522,141252,7867,8395,1830262,1926310,1432956,1469242,247436,284248,15158,16321,108838,127462,3407,3627,22467,25410,1451416,1489934,253047,291375,26299,29062,117527,137008,6334,6818,307324,310669,276042,277696,12509,14301,9267,8619,2667,2779,968,985,5871,6289,281155,283193,14909,16989,12402,11798,3995,4244,1533,1577
R,7,2019,56,4361016,2125123,2235893,1703333,1752875,254600,293675,23895,24455,111315,129071,4186,4483,27794,31334,1726477,1778627,262202,303489,37941,40429,121200,139684,7517,8177,1834468,1938739,1441996,1487263,242945,280319,15092,16236,108714,126246,3294,3565,22427,25110,1460482,1507636,248330,287433,26266,29015,117388,135419,6159,6679,290655,297154,261337,265612,11655,13356,8803,8219,2601,2825,892,918,5367,6224,265995,270991,13872,16056,11675,11414,3812,4265,1358,1498
R,7,2019,57,4342385,2111795,2230590,1705963,1762730,249422,289970,23222,24257,101593,118434,4275,4440,27320,30759,1728795,1787965,256730,299578,37162,40242,111265,128731,7637,8098,1833282,1945501,1455410,1507604,238321,277481,14875,16298,99186,115758,3437,3530,22053,24830,1473662,1527752,243495,284475,26027,29247,107636,124685,6289,6597,278513,285089,250553,255126,11101,12489,8347,7959,2407,2676,838,910,5267,5929,255133,260213,13235,15103,11135,10995,3629,4046,1348,1501
R,7,2019,58,4385570,2125774,2259796,1725973,1793471,247776,290678,22661,24092,98178,117292,4105,4236,27081,30027,1748530,1818097,254946,299752,36773,40051,107692,127300,7356,7794,1860717,1985041,1487681,1547412,237278,278439,14682,16672,95794,114696,3290,3421,21992,24401,1505787,1567185,242404,285144,26039,29683,104133,123370,6037,6407,265057,274755,238292,246059,10498,12239,7979,7420,2384,2596,815,815,5089,5626,242743,250912,12542,14608,10734,10368,3559,3930,1319,1387
R,7,2019,59,4413855,2142211,2271644,1732042,1794873,253410,295666,23024,24162,102692,122709,4132,4256,26911,29978,1754569,1819339,260418,304949,37039,40053,112167,132610,7363,7796,1876400,1998097,1493112,1549973,242691,283481,14996,16752,100353,120117,3315,3451,21933,24323,1511284,1569561,247712,290352,26325,29704,108717,128665,6052,6439,265811,273547,238930,244900,10719,12185,8028,7410,2339,2592,817,805,4978,5655,243285,249778,12706,14597,10714,10349,3450,3945,1311,1357
R,7,2019,60,4252663,2052677,2199986,1669185,1748601,238362,281832,21037,22682,95091,114964,3817,3902,25185,28005,1690152,1771654,244882,290168,34454,37968,103871,124038,6707,7074,1813512,1948767,1454166,1523518,228729,270608,13924,15824,92943,112602,3092,3202,20658,23013,1471241,1542277,233427,276789,24875,28485,100658,120541,5542,5925,239165,251219,215019,225083,9633,11224,7113,6858,2148,2362,725,700,4527,4992,218911,229377,11455,13379,9579,9483,3213,3497,1165,1149
R,7,2019,61,4215172,2027951,2187221,1655455,1747292,229267,272044,20159,21971,95043,114969,3588,3814,24439,27131,1675795,1769494,235593,280206,33281,36913,103457,123700,6404,6829,1804867,1948293,1455038,1533099,220049,261315,13638,15621,93066,112846,2920,3104,20156,22308,1471657,1551175,224626,267392,24468,27983,100544,120458,5307,5680,223084,238928,200417,214193,9218,10729,6521,6350,1977,2123,668,710,4283,4823,204138,218319,10967,12814,8813,8930,2913,3242,1097,1149
R,7,2019,62,4156645,1991220,2165425,1630414,1732480,222710,270010,19826,21308,91294,111721,3518,3597,23458,26309,1649871,1754086,228854,277823,32689,36271,99182,119728,6187,6592,1777985,1933916,1438978,1524905,213955,259592,13308,15131,89405,109678,2893,2941,19446,21669,1454949,1542483,218446,265412,23966,27631,96449,116634,5200,5492,213235,231509,191436,207575,8755,10418,6518,6177,1889,2043,625,656,4012,4640,194922,211603,10408,12411,8723,8640,2733,3094,987,1100
R,7,2019,63,3996088,1905842,2090246,1561497,1672035,210507,258113,18523,20512,89915,110835,3192,3468,22208,25283,1580018,1692728,216210,265620,30647,34853,97310,118683,5775,6264,1704281,1868814,1380579,1473418,202227,248189,12432,14796,88109,108746,2615,2895,18319,20770,1395709,1490227,206315,253731,22430,26771,94668,115559,4835,5263,201561,221432,180918,198617,8280,9924,6091,5716,1806,2089,577,573,3889,4513,184309,202501,9895,11889,8217,8082,2642,3124,940,1001
R,7,2019,64,3950578,1879040,2071538,1545313,1663593,203017,250322,17839,19481,88453,110733,3052,3350,21366,24059,1562976,1683218,208512,257450,29729,32992,95520,118279,5555,6105,1685452,1856905,1370858,1470161,195075,241145,12309,14126,86784,108823,2527,2773,17899,19877,1385523,1486131,199139,246455,22321,25446,93094,115447,4694,5151,193588,214633,174455,193432,7942,9177,5530,5355,1669,1910,525,577,3467,4182,177453,197087,9373,10995,7408,7546,2426,2832,861,954
R,7,2019,65,3774597,1783428,1991169,1476331,1608492,185923,235328,16251,18157,82591,103768,2789,3121,19543,22303,1492670,1626652,190856,241906,27406,31100,88866,110414,4916,5687,1609134,1793567,1319106,1430086,178636,227014,11409,13344,81186,102021,2335,2581,16462,18521,1332760,1444971,182257,231932,20909,24265,86784,107873,4202,4811,174294,197602,157225,178406,7287,8314,4842,4813,1405,1747,454,540,3081,3782,159910,181681,8599,9974,6497,6835,2082,2541,714,876
R,7,2019,66,3618069,1703888,1914181,1417917,1554499,171107,219467,15136,16902,78851,99358,2672,2896,18205,21059,1433066,1571748,175574,225529,25504,29186,84745,105712,4726,5288,1542869,1729558,1272606,1387556,164536,211625,10680,12513,77451,97780,2251,2427,15345,17657,1285265,1401836,167808,216240,19515,22970,82715,103359,4043,4511,161019,184623,145311,166943,6571,7842,4456,4389,1400,1578,421,469,2860,3402,147801,169912,7766,9289,5989,6216,2030,2353,683,777
R,7,2019,67,3464437,1627863,1836574,1362039,1496508,158787,207645,13781,15803,73923,94688,2523,2761,16810,19169,1375985,1512223,162973,213105,23535,27223,79224,100259,4507,4954,1479625,1665160,1227904,1341524,152825,200291,9868,11719,72673,93201,2138,2336,14217,16089,1239596,1354548,155938,204423,18182,21507,77425,98106,3861,4228,148238,171414,134135,154984,5962,7354,3913,4084,1250,1487,385,425,2593,3080,136389,157675,7035,8682,5353,5716,1799,2153,646,726
R,7,2019,68,3345475,1564129,1781346,1308114,1449077,154475,204646,13316,15154,69993,91602,2312,2543,15919,18324,1321351,1464028,158422,210062,22724,26148,74866,96794,4136,4627,1421934,1616131,1179251,1299739,148759,197637,9630,11144,68829,90092,1986,2161,13479,15358,1190356,1312094,151689,201772,17695,20567,73183,94615,3604,3957,142195,165215,128863,149338,5716,7009,3686,4010,1164,1510,326,382,2440,2966,130995,151934,6733,8290,5029,5581,1683,2179,532,670
R,7,2019,69,3252423,1520465,1731958,1267594,1405705,148841,197115,12923,14462,73316,94505,2364,2535,15427,17636,1280377,1420015,152696,202299,22103,24884,78012,99706,4148,4609,1385037,1571652,1144884,1260542,143342,190196,9455,10851,72240,93090,1984,2170,13132,14803,1155689,1272409,146251,194126,17326,19796,76438,97624,3577,3978,135428,160306,122710,145163,5499,6919,3468,3611,1076,1415,380,365,2295,2833,124688,147606,6445,8173,4777,5088,1574,2082,571,631
R,7,2019,70,3136704,1462120,1674584,1231095,1374005,135479,181933,12054,13453,67079,86240,2241,2438,14172,16515,1242887,1387577,138876,186666,20540,23473,71370,90823,3902,4287,1338645,1527706,1119023,1240692,130650,175780,8857,10124,66059,85032,1908,2083,12148,13995,1129067,1252092,133200,179393,16252,18846,69890,89051,3362,3693,123475,146878,112072,133313,4829,6153,3197,3329,1020,1208,333,355,2024,2520,113820,135485,5676,7273,4288,4627,1480,1772,540,594
R,7,2019,71,3083083,1435378,1647705,1218609,1364801,126621,171501,11205,12687,63495,80624,2000,2229,13448,15863,1229837,1377901,129890,175926,19334,22303,67435,85036,3543,4028,1318213,1507027,1112089,1236963,122037,165730,8332,9606,62563,79428,1703,1903,11489,13397,1121587,1247890,124538,169096,15377,17945,66070,83301,3084,3481,117165,140678,106520,127838,4584,5771,2873,3081,932,1196,297,326,1959,2466,108250,130011,5352,6830,3957,4358,1365,1735,459,547
R,7,2019,72,3191048,1483236,1707812,1280146,1441296,118067,161194,11173,12323,58548,75258,1883,1945,13419,15796,1291427,1454466,121235,165569,19540,22187,62249,79454,3409,3628,1373561,1573509,1180242,1318923,113998,155790,8411,9485,57708,74130,1619,1657,11583,13524,1189937,1330088,116446,159213,15794,18121,60952,77838,2957,3160,109675,134303,99904,122373,4069,5404,2762,2838,840,1128,264,288,1836,2272,101490,124378,4789,6356,3746,4066,1297,1616,452,468
R,7,2019,73,2334433,1074771,1259662,912257,1043231,92272,129357,8403,9731,50017,63403,1688,1758,10134,12182,920756,1053299,94694,132690,14425,16900,53059,66971,2914,3207,981542,1141952,827298,936128,88646,124364,6146,7284,49325,62452,1459,1516,8668,10208,834539,944474,90446,126866,11387,13405,52041,65574,2535,2804,93229,117710,84959,107103,3626,4993,2257,2447,692,951,229,242,1466,1974,86217,108825,4248,5824,3038,3495,1018,1397,379,403
R,7,2019,74,2283164,1044301,1238863,888172,1028035,89341,127173,7935,9358,47635,60954,1447,1656,9771,11687,896372,1037713,91638,130360,13799,16266,50478,64327,2694,3060,956573,1127919,808101,926664,86084,122720,5885,7110,46921,60082,1241,1419,8341,9924,815033,934812,87805,125138,10977,13116,49454,63046,2347,2658,87728,110944,80071,101371,3257,4453,2050,2248,714,872,206,237,1430,1763,81339,102901,3833,5222,2822,3150,1024,1281,347,402
R,7,2019,75,2198286,998390,1199896,855694,1005743,81488,117330,7298,8673,43773,55607,1344,1447,8793,11096,863087,1014932,83481,120422,12585,15386,46341,58649,2456,2780,920201,1097208,784223,911780,78468,113403,5478,6581,43222,54767,1176,1253,7634,9424,790597,919522,80020,115773,10163,12415,45515,57445,2171,2438,78189,102688,71471,93963,3020,3927,1820,2092,551,840,168,194,1159,1672,72490,95410,3461,4649,2422,2971,826,1204,285,342
R,7,2019,76,2222392,1003690,1218702,869669,1033196,77111,114718,6745,8180,40610,50642,1168,1315,8387,10651,876762,1042092,79022,117613,11942,14712,42900,53479,2179,2529,931035,1120589,803162,943653,74323,110675,5197,6205,40037,49906,1031,1126,7285,9024,809329,951139,75774,112827,9833,11933,42056,52369,1917,2208,72655,98113,66507,89543,2788,4043,1548,1975,573,736,137,189,1102,1627,67433,90953,3248,4786,2109,2779,844,1110,262,321
R,7,2019,77,1911261,854930,1056331,735193,888573,67506,101434,5979,7185,37863,48763,1014,1209,7375,9167,741351,896214,69222,103857,10513,12796,39971,51266,1883,2227,790181,968760,675851,808202,65019,98147,4622,5459,37394,48089,881,1007,6414,7856,681179,814693,66358,100014,8647,10380,39273,50299,1649,1924,64749,87571,59342,80371,2487,3287,1357,1726,469,674,133,202,961,1311,60172,81521,2864,3843,1866,2416,698,967,234,303
R,7,2019,78,1720817,760170,960647,651867,805361,60642,94727,5388,6583,34740,44466,956,1041,6577,8469,657411,812392,62127,97001,9381,11700,36659,46870,1752,2047,700701,878706,597333,730062,58398,91591,4148,5102,34308,43849,846,884,5668,7218,602083,736021,59507,93331,7668,9564,36016,45954,1552,1770,59469,81941,54534,75299,2244,3136,1240,1481,432,617,110,157,909,1251,55328,76371,2620,3670,1713,2136,643,916,200,277
R,7,2019,79,1599909,701319,898590,598715,751003,56996,89950,5047,6197,33504,42448,900,1096,6157,7896,603878,757571,58401,92104,8683,10929,35403,44648,1641,2002,644865,820105,546984,678996,54881,86875,3837,4763,33058,41859,769,900,5336,6712,551450,684529,55950,88515,7032,8874,34755,43793,1435,1697,56454,78485,51731,72007,2115,3075,1210,1434,446,589,131,196,821,1184,52428,73042,2451,3589,1651,2055,648,855,206,305
R,7,2019,80,1475278,643638,831640,553233,700731,50168,79686,4255,5473,29901,37672,743,992,5338,7086,557749,706635,51376,81559,7438,9695,31503,39691,1384,1855,592491,759665,506258,634540,48193,76880,3222,4231,29540,37137,642,847,4636,6030,510151,639554,49120,78283,6035,7912,30972,38907,1228,1592,51147,71975,46975,66191,1975,2806,1033,1242,361,535,101,145,702,1056,47598,67081,2256,3276,1403,1783,531,784,156,263
R,7,2019,81,1381641,593628,788013,511212,664518,45432,75492,3901,5229,27425,35446,689,897,4969,6431,515398,669863,46575,77252,6877,8966,28900,37304,1253,1661,546801,720554,468083,602603,43725,72809,3029,4013,27097,34970,580,730,4287,5429,471670,607079,44585,74138,5651,7256,28414,36590,1073,1396,46827,67459,43129,61915,1707,2683,872,1216,328,476,109,167,682,1002,43728,62784,1990,3114,1226,1710,486,714,180,265
R,7,2019,82,1241341,525766,715575,452336,603118,40385,68643,3409,4565,24622,32511,627,811,4387,5927,456095,608084,41394,70221,5963,8011,25985,34229,1118,1526,483533,653918,413498,546404,38769,66255,2606,3476,24326,32034,540,678,3794,5071,416734,550617,39515,67464,4877,6490,25548,33557,972,1314,42233,61657,38838,56714,1616,2388,803,1089,296,477,87,133,593,856,39361,57467,1879,2757,1086,1521,437,672,146,212
R,7,2019,83,1151190,480165,671025,413505,565419,37093,65174,3048,4265,22069,30075,535,705,3915,5387,416792,569889,37982,66663,5297,7449,23310,31603,1025,1295,441326,613482,377668,512402,35638,63004,2345,3255,21809,29662,465,596,3401,4563,380521,516162,36303,64133,4332,6015,22926,30997,898,1120,38839,57543,35837,53017,1455,2170,703,1010,260,413,70,109,514,824,36271,53727,1679,2530,965,1434,384,606,127,175
R,7,2019,84,1067757,436527,631230,377034,533810,33012,60146,2738,3929,19761,27648,496,640,3486,5057,379983,537994,33794,61474,4736,6882,20838,29119,953,1234,401045,576955,344194,483743,31748,58132,2114,2966,19513,27252,433,535,3043,4327,346758,487295,32355,59150,3899,5564,20469,28548,841,1051,35482,54275,32840,50067,1264,2014,624,963,248,396,63,105,443,730,33225,50699,1439,2324,837,1318,369,571,112,183
R,7,2019,85,922467,371082,551385,320502,466004,27892,52674,2231,3269,17045,24389,454,574,2958,4475,323023,469775,28549,53879,3902,5821,17999,25757,813,1093,341011,504652,292634,422868,26876,50915,1681,2470,16850,24048,388,498,2582,3853,294829,426104,27382,51833,3164,4717,17701,25258,710,954,30071,46733,27868,43136,1016,1759,550,799,195,341,66,76,376,622,28194,43671,1167,2046,738,1104,298,499,103,139
R,7,2019,86,856646,337306,519340,292481,440185,24659,48294,2006,3042,15161,23319,381,495,2618,4005,294720,443521,25247,49346,3460,5356,16033,24495,684,1004,311077,476672,268180,400673,23727,46744,1555,2345,14978,23023,333,429,2304,3458,270140,403537,24187,47566,2857,4391,15766,24070,607,887,26229,42668,24301,39512,932,1550,451,697,183,296,48,66,314,547,24580,39984,1060,1780,603,965,267,425,77,117
R,7,2019,87,778923,299845,479078,261746,409074,20715,42608,1685,2708,13085,20554,338,438,2276,3696,263688,412177,21225,43608,2941,4826,13840,21600,641,887,276130,440050,239652,372939,19972,41205,1268,2057,12924,20289,295,383,2019,3177,241373,375583,20383,41996,2384,3917,13613,21218,568,774,23715,39028,22094,36135,743,1403,417,651,161,265,43,55,257,519,22315,36594,842,1612,557,909,227,382,73,113
R,7,2019,88,703078,264191,438887,231781,376788,17397,37386,1395,2347,11344,18732,297,397,1977,3237,233469,379485,17835,38286,2497,4202,12005,19671,546,783,243075,403491,212090,343978,16745,36153,1037,1744,11227,18517,261,341,1715,2758,213550,346259,17081,36838,2004,3362,11818,19337,480,688,21116,35396,19691,32810,652,1233,358,603,117,215,36,56,262,479,19919,33226,754,1448,493,840,187,334,66,95
R,7,2019,89,635982,232649,403333,203501,345770,15494,34559,1326,2154,10333,17515,265,377,1730,2958,204970,348245,15884,35355,2295,3860,10893,18371,481,723,213867,370972,185998,315677,14885,33476,987,1634,10239,17311,239,321,1519,2553,187287,317803,15197,34081,1841,3149,10745,18072,432,626,18782,32361,17503,30093,609,1083,339,520,94,204,26,56,211,405,17683,30442,687,1274,454,711,148,299,49,97
R,7,2019,90,536447,191220,345227,167926,297060,12286,29121,1035,1631,8334,14577,205,327,1434,2511,169127,299154,12619,29824,1868,3085,8778,15271,389,632,176077,318577,153834,272342,11805,28167,782,1221,8239,14406,180,285,1237,2156,154867,274127,12059,28723,1520,2497,8624,15015,336,552,15143,26650,14092,24718,481,954,253,410,95,171,25,42,197,355,14260,25027,560,1101,348,588,154,256,53,80
R,7,2019,91,467172,160941,306231,141622,264444,10079,25141,846,1496,7051,12678,148,260,1195,2212,142641,266283,10336,25738,1498,2765,7453,13310,305,556,148550,283549,130042,243427,9699,24323,642,1115,6989,12533,127,220,1051,1931,130934,245016,9909,24795,1220,2249,7355,13099,269,480,12391,22682,11580,21017,380,818,204,381,62,145,21,40,144,281,11707,21267,427,943,278,516,98,211,36,76
R,7,2019,92,394067,131684,262383,115625,226758,8307,21454,670,1297,5959,10807,115,209,1008,1858,116483,228326,8551,21952,1241,2365,6268,11334,230,431,121925,243847,106462,209605,8029,20760,534,985,5910,10685,101,180,889,1632,107218,210977,8223,21157,1045,1946,6189,11157,204,380,9759,18536,9163,17153,278,694,136,312,49,122,14,29,119,226,9265,17349,328,795,196,419,79,177,26,51
R,7,2019,93,320785,103415,217370,90586,187537,6619,17944,513,1032,4821,9109,92,195,784,1553,91251,188832,6811,18380,957,1911,5064,9540,188,384,95575,201956,83281,173225,6375,17416,385,780,4772,9008,82,168,680,1359,83856,174356,6523,17767,777,1566,4985,9391,164,337,7840,15414,7305,14312,244,528,128,252,49,101,10,27,104,194,7395,14476,288,613,180,345,79,149,24,47
